gene,control,treated,log2(fold_change)
HCG9,0,0.260286,1.79769e+308
HLA-J,0.0981738,0.188377,0.940216
ZNRD1,63.0441,54.8478,-0.200927
PPP1R11,45.0163,47.0319,0.0631906
TRIM40,0,0,0
TRIM15,0,0.00666154,1.79769e+308
HLA-L,0.161314,0.717486,2.15308
"RPP21,TRIM39,TRIM39-RPP21",70.0006,56.786,-0.301831
HLA-E,99.2536,140.995,0.506458
PRR3,7.46192,6.9463,-0.103301
ABCF1,79.551,58.1414,-0.452315
MIR877,0,0,0
MRPS18B,113.087,82.1079,-0.461838
ATAT1,4.94328,4.99085,0.0138178
C6orf136,12.4179,9.42335,-0.398105
TUBB,706.245,525.837,-0.425553
DDR1,1.34642,5.08128,1.91606
MIR4640,0,0,0
GTF2H4,17.825,22.3175,0.324277
VARS2,8.16395,9.31929,0.190953
DPCR1,0,0.0213402,1.79769e+308
MUC21,0.085928,0.0548524,-0.647574
MUC22,0,0,0
HCG22,0,0.0124049,1.79769e+308
PSORS1C1,0.0413184,0.205548,2.31462
TCF19,31.1688,28.8062,-0.113724
HCG27,1.92462,2.7493,0.514486
MICA,13.865,17.8511,0.364567
HCP5,9.9354,20.6248,1.05373
HCG26,1.11025,2.83064,1.35024
MICB,21.567,18.6309,-0.211122
MCCD1,0,0,0
NFKBIL1,10.0313,9.64432,-0.05675
LTA,0.0124266,0.0112861,-0.138884
TNF,0,0,0
LST1,0.0272243,0,-1.79769e+308
AIF1,0.704226,1.38034,0.970913
PRRC2A,41.2699,35.7399,-0.207557
SNORA38,0,0,0
APOM,11.5615,7.99015,-0.533029
CSNK2B,133.532,123.842,-0.108682
LY6G5B,7.10386,5.63194,-0.334969
LY6G6F,0,0,0
LY6G6D,0.0689613,0,-1.79769e+308
C6orf25,0,0.0290806,1.79769e+308
"MSH5,MSH5-SAPCD1,SAPCD1",15.0756,23.7789,0.657473
HSPA1A,45.0411,48.5095,0.107025
HSPA1B,81.721,80.3581,-0.0242619
C6orf48,52.8443,47.7873,-0.145121
SNORD48,0,0,0
SNORD52,0,0,0
C2,0.0812988,0.186844,1.20053
CFB,0.0916182,0.139123,0.602652
SKIV2L,22.1603,22.9485,0.0504192
STK19,4.72247,5.44971,0.206637
"C4A,LOC100293534",2.27277,2.42872,0.0957446
"CYP21A1P,CYP21A2",0.00806816,0.0288844,1.83998
STK19,4.27833,4.98227,0.219755
"C4A,LOC100293534",2.10176,2.21826,0.0778324
CYP21A2,0,0.0243002,1.79769e+308
"EGFL8,PPT2,PPT2-EGFL8",8.74414,15.7085,0.845156
RNF5,57.8335,70.6902,0.289605
HCG23,0,0,0
HLA-DRA,1.74005,3.72646,1.09868
HLA-DQA1,0,0.00999462,1.79769e+308
HLA-DQA2,0.0463155,0.0140005,-1.72602
LOC100507463,16.3835,17.7405,0.114808
PSMB9,35.2098,56.2295,0.675349
LOC100294145,7.66805,10.386,0.437701
BRD2,89.4718,63.3168,-0.498845
HLA-DPB1,0.0173397,0.171745,3.30812
HLA-DPB2,0.0240994,0.0888552,1.88246
SLC39A7,98.7863,90.5961,-0.124862
HSD17B8,42.3304,44.6341,0.0764516
MIR219-1,0,0,0
RING1,29.1109,31.064,0.0936856
HCG25,0.375156,1.14382,1.60829
RPS18,4520.9,4657.25,0.0428681
B3GALT4,0.0596443,0.0813566,0.447875
PFDN6,190.028,156.972,-0.275711
KIFC1,32.0626,31.2383,-0.0375759
PHF1,10.4031,10.1772,-0.0316715
SYNGAP1,4.03153,5.12822,0.347128
ZBTB9,6.6073,5.32649,-0.310876
GGNBP1,0.0183455,0,-1.79769e+308
ITPR3,25.9438,28.5605,0.13863
HMGA1,355.696,212.451,-0.743519
PACSIN1,4.15411,6.96765,0.746134
SNRPC,130.011,95.599,-0.443572
UHRF1BP1,12.7849,8.59118,-0.57351
ANKS1A,9.08484,11.7006,0.365046
SCUBE3,0.0272208,0.0607186,1.15743
ZNF76,12.1656,13.0888,0.105528
DEF6,15.8566,17.3616,0.13081
PPARD,5.43912,8.34981,0.618368
FANCE,4.43066,4.32309,-0.0354586
RPL10A,1037.49,1061.5,0.0329979
ARMC12,0.0606855,0.151361,1.31857
CLPSL2,0.133638,1.06436,2.99359
CLPSL1,0,0.412663,1.79769e+308
LHFPL5,0.0532229,0.103833,0.96414
MAPK14,19.2908,22.0875,0.195311
MAPK13,40.2988,23.3556,-0.786967
BRPF3,4.86538,3.0864,-0.656624
PNPLA1,0.0274416,0,-1.79769e+308
KCTD20,42.4821,43.9431,0.0487815
SRSF3,146.37,93.2265,-0.650809
CDKN1A,18.0167,49.5448,1.45939
C6orf89,22.392,27.7665,0.310358
PI16,0.00785142,0.0071472,-0.135576
FGD2,0.625768,2.09145,1.7408
PIM1,23.1114,26.9927,0.223967
TBC1D22B,5.04691,6.87986,0.446981
RNF8,4.05515,4.73069,0.222295
FTSJD2,18.376,24.6803,0.425534
ZFAND3,9.04218,13.3724,0.56452
DNAH8,0.00206283,0.000942126,-1.13063
GLP1R,0.197973,0.453481,1.19574
DAAM2,0.00532417,0.0387715,2.86437
TDRG1,0,0.0150358,1.79769e+308
TSPO2,0.0810586,0.146827,0.857084
APOBEC2,0.23685,0.393232,0.73141
"LOC221442,NFYA",11.1983,11.5566,0.0454383
TREML4,0,0,0
TREML2P1,0,0,0
NCR2,0,0.0804462,1.79769e+308
"FOXP4,MIR4641",5.7446,7.51111,0.38682
MDFI,0,0.123154,1.79769e+308
PRICKLE4,0.93961,2.57225,1.4529
TOMM6,247.466,264.632,0.0967621
BYSL,26.6799,18.0083,-0.567093
TAF8,5.00904,4.5169,-0.149201
GUCA1A,0,0.0157945,1.79769e+308
UBR2,14.2568,16.4219,0.20397
ATP6V0CP3,0,0,0
KIAA0240,7.07812,5.91494,-0.259001
RPL7L1,78.6356,67.4415,-0.221546
PTCRA,0,0,0
CNPY3,23.948,17.8143,-0.426866
GNMT,0.422739,0.705216,0.738297
PPP2R5D,16.9281,21.1121,0.318652
KLHDC3,59.33,66.5049,0.164698
RRP36,50.3964,46.219,-0.124833
KLC4,5.69154,7.32267,0.363551
PTK7,0.0162355,0.335422,4.36875
SRF,8.43908,11.5363,0.451021
CUL9,4.11945,5.49446,0.415526
TTBK1,0.00429488,0.00196044,-1.13144
SLC22A7,0,0,0
ABCC10,4.91894,5.42164,0.140383
TJAP1,13.6949,11.8299,-0.211203
POLR1C,37.0709,24.1409,-0.618806
POLH,5.34607,5.9205,0.14724
MAD2L1BP,26.0017,21.2599,-0.29047
RSPH9,0.0192204,0.0695897,1.85623
VEGFA,22.7086,19.6439,-0.209162
LOC100132354,0.0142269,0.103645,2.86496
C6orf223,2.06053,2.09043,0.0207843
TMEM63B,6.94227,11.787,0.763719
CAPN11,0.0117303,0.0320665,1.45083
SLC29A1,124.012,102.511,-0.2747
HSP90AB1,1073.7,671.425,-0.677294
TMEM151B,0.00672596,0.0460238,2.77457
SPATS1,0,0.0146635,1.79769e+308
CDC5L,14.6737,11.9346,-0.298083
MIR4642,0,0,0
RUNX2,1.44552,2.9914,1.04923
ENPP4,4.8632,7.84815,0.690447
SLC25A27,0.00587897,0.7316,6.95935
TDRD6,0,0.00156428,1.79769e+308
LOC100287718,0,0,0
MEP1A,0,0,0
CD2AP,15.6357,17.2906,0.145145
GPR111,0,0.0027538,1.79769e+308
GPR115,0,0,0
OPN5,0,0,0
CENPQ,13.6152,11.2746,-0.272143
GLYATL3,0.00766977,0,-1.79769e+308
C6orf141,0,0.556762,1.79769e+308
TFAP2D,0,0,0
TFAP2B,0.0160184,0.012183,-0.394855
MIR206,0,0,0
MIR133B,0,0,0
IL17A,0.0089125,0.0405439,2.18558
PAQR8,0.795838,4.93645,2.63293
EFHC1,0.987075,3.26501,1.72586
LOC730101,30.9072,67.1896,1.1203
TMEM14A,16.3918,34.5045,1.07381
FBXO9,12.7217,15.2032,0.257084
LRRC1,2.15615,5.22493,1.27695
MLIP,0,0,0
TINAG,0,0,0
FAM83B,0,0,0
HCRTR2,0,0.00832178,1.79769e+308
GFRAL,0,0.0707881,1.79769e+308
BEND6,0.338307,0.356932,0.077316
KIAA1586,5.07238,4.91869,-0.0443875
ZNF451,7.18905,6.88957,-0.061387
BAG2,10.4595,7.89148,-0.406446
PRIM2,14.7936,13.1802,-0.166601
PTP4A1,19.993,23.8785,0.256222
PHF3,15.2427,17.3086,0.183374
MCART3P,0.0186815,0.00955308,-0.967572
BAI3,0.562474,0.988408,0.813321
COL19A1,0,0.0207232,1.79769e+308
FAM135A,4.73658,7.91365,0.740497
C6orf57,1.23263,4.29061,1.79944
SMAP1,30.0084,52.2233,0.799328
OGFRL1,48.945,96.1358,0.973911
RIMS1,0.20251,0.261909,0.371071
KCNQ5,11.4836,7.99919,-0.521646
C6orf221,0,0,0
DDX43,0.106919,0.129897,0.280846
MTO1,29.9934,25.8256,-0.215845
CD109,25.6571,46.9304,0.871163
LOC100506804,1.97314,3.22896,0.710574
SENP6,16.2186,13.9344,-0.218999
MYO6,1.46506,8.30427,2.5029
IRAK1BP1,0.906178,1.72718,0.930554
LOC100288198,0.446561,0.479546,0.102809
SH3BGRL2,0.0969359,1.89387,4.28816
RNY4,0,0,0
TTK,14.6384,11.9639,-0.291069
BCKDHB,13.9964,21.653,0.629517
TPBG,3.18968,12.6585,1.98862
DOPEY1,1.87326,3.363,0.844194
RWDD2A,0.935258,1.6107,0.784251
PRSS35,0,0.0234673,1.79769e+308
RIPPLY2,0,0,0
CYB5R4,10.5548,12.391,0.231391
MRAP2,0,0.0200927,1.79769e+308
NT5E,0.974208,3.89784,2.00037
HTR1E,0,0,0
ZNF292,4.90943,4.53555,-0.11428
C6orf162,1.99451,3.71734,0.898235
C6orf163,0.186741,0.326941,0.807991
C6orf164,0.163027,0.484054,1.57006
C6orf165,0.0073484,0.0736008,3.32422
SLC35A1,12.0972,14.0308,0.213929
ORC3,9.69487,9.3187,-0.0570934
AKIRIN2-AS1,3.12188,4.21181,0.432026
SPACA1,0,0,0
PNRC1,8.88323,16.4394,0.888003
PM20D2,36.2283,30.5157,-0.247567
ANKRD6,0.0987145,2.58143,4.70877
CASP8AP2,7.91727,6.833,-0.212482
GJA10,0,0.00937557,1.79769e+308
MIR4464,0,0,0
MIR4643,0,0,0
TSG1,0,0,0
MANEA,7.17809,7.70344,0.101903
FUT9,0,0.00323872,1.79769e+308
UFL1,19.252,18.3366,-0.0702826
FHL5,0,0,0
KLHL32,0.312908,1.2094,1.95048
MIR2113,0,0,0
POU3F2,0.240765,0.962116,1.99859
LOC100130890,0.342769,0.530251,0.62944
PRDM13,0.987992,0.909698,-0.119112
LOC728012,0,0,0
GRIK2,0.00657032,0.0660922,3.33045
LIN28B,0.140164,0.245599,0.809189
BVES-AS1,0,0.0177379,1.79769e+308
PRDM1,14.947,19.9927,0.419617
AIM1,0.0445241,0.635609,3.83548
QRSL1,4.79249,3.97381,-0.270252
C6orf203,9.56764,14.9586,0.644743
SOBP,0.404376,1.00378,1.31168
NR2E1,0,0.0353843,1.79769e+308
LACE1,1.19625,0.853068,-0.48778
FOXO3,34.2398,40.7239,0.250202
LINC00222,0.0285467,0.0432743,0.600186
ARMC2,2.24069,5.04227,1.17013
CEP57L1,5.96612,6.90888,0.21166
CCDC162P,0.028203,0.0508278,0.849769
SMPD2,4.20185,5.32747,0.342424
FIG4,2.5129,7.91025,1.65437
GPR6,0,0,0
CDC40,7.82427,7.90749,0.0152648
AMD1,67.1677,53.0439,-0.340579
GTF3C6,40.0804,21.6613,-0.887773
RPF2,53.5431,37.3462,-0.51974
SLC16A10,22.6144,27.0047,0.255973
KIAA1919,1.46207,1.76709,0.273359
TRAF3IP2-AS1,1.51619,1.9268,0.345755
WISP3,0,0.0477985,1.79769e+308
C6orf225,0.395981,2.77706,2.81006
RFPL4B,0,0.0158312,1.79769e+308
MARCKS,6.38456,17.1182,1.42287
FLJ34503,0.00819246,0.00745638,-0.135823
TPI1P3,0.0870418,0.078971,-0.140385
NT5DC1,4.87843,5.18134,0.0869068
DSE,8.31966,12.2167,0.554254
FAM26F,20.7147,27.0105,0.382867
FAM26E,1.80521,5.51812,1.61201
FAM26D,0,0.0120341,1.79769e+308
RWDD1,47.4511,40.8579,-0.215826
RSPH4A,0.602524,1.04437,0.793546
KPNA5,2.04143,2.70529,0.406205
RFX6,0,0,0
VGLL2,0.0195811,0.606379,4.95269
DCBLD1,2.82093,3.56712,0.33859
NUS1,28.1126,26.3512,-0.0933492
SLC35F1,0.0288551,0.0845427,1.55085
BRD7P3,0.00657605,0.0179345,1.44744
PLN,0,0.0177746,1.79769e+308
LOC100287632,0,0.025605,1.79769e+308
ASF1A,16.0123,18.0676,0.174228
GJA1,3.04862,5.56736,0.868838
HSF2,7.01644,9.65826,0.461025
PKIB,0.149988,1.35506,3.17543
FABP7,0,0,0
SMPDL3A,0.103954,0.338036,1.70123
CLVS2,0,0,0
NKAIN2,0.157869,0.260643,0.723346
RNF217,0.10264,0.44136,2.10436
TPD52L1,4.51305,16.5112,1.87127
LOC643623,0,0.0195732,1.79769e+308
HEY2,0.323854,0.85792,1.4055
NCOA7,2.93783,3.4673,0.239061
HINT3,4.16024,4.91704,0.241125
TRMT11,9.74878,9.72507,-0.00351315
CENPW,61.9903,54.8861,-0.175603
RSPO3,0,0,0
RNF146,4.69403,7.38664,0.654091
C6orf58,0,0.026737,1.79769e+308
LAMA2,0.0597091,0.167563,1.48868
L3MBTL3,0.151804,1.71085,3.49443
TMEM200A,0.0246667,0.112541,2.18981
LOC100507203,0,0,0
AKAP7,0.0349064,0.0148344,-1.23455
ARG1,0.0115996,0.0316121,1.4464
ENPP3,0.0150139,0.025346,0.755455
ENPP1,0.176687,0.806544,2.19055
LOC100507254,0,0,0
TAAR9,0,0,0
TAAR8,0,0,0
TAAR6,0,0,0
RPS12,2147,2100.38,-0.0316753
SNORD101,0,0,0
SNORD100,0,0,0
SNORA33,0,6.85827,1.79769e+308
LINC00326,0,0.0131618,1.79769e+308
EYA4,0.0171338,0.145157,3.0827
MGC34034,0,0,0
TCF21,0,0,0
TBPL1,10.5524,13.5775,0.363647
LOC154092,0,0,0
MYB,17.792,11.718,-0.602507
LINC00271,0,0.0467491,1.79769e+308
PDE7B,0,0,0
PEX7,2.00205,3.5651,0.832466
SLC35D3,0.00686449,0.0375113,2.4501
TNFAIP3,4.38888,9.83689,1.16435
KIAA1244,5.03325,7.26141,0.528761
HEBP2,18.7498,23.7499,0.341048
FLJ46906,0.256207,1.55778,2.60412
CCDC28A,11.2692,15.8155,0.488958
ECT2L,0.0398475,0.0204475,-0.962565
C6orf115,38.4579,49.1705,0.354514
HECA,7.54305,10.6591,0.498871
LOC100132735,0.0269182,0.122175,2.1823
MIR3668,0,0,0
MIR4465,0,0,0
VTA1,15.9423,17.3432,0.121503
GPR126,16.5749,17.5234,0.0802873
AIG1,12.9098,27.1774,1.07394
PEX3,9.49552,10.4444,0.137412
PHACTR2,0.122817,0.292062,1.24976
LTV1,27.2203,24.0127,-0.180886
ZC2HC1B,0.0185049,0.0335112,0.856734
STX11,0.835377,1.63733,0.970842
UTRN,2.2108,4.8168,1.1235
LOC100507557,0.562401,0.76911,0.451591
GRM1,0.0119234,0.0613001,2.36209
RAB32,0.777189,2.0886,1.4262
ADGB,0,0,0
STXBP5,1.30557,2.13302,0.708216
SAMD5,0.0655762,0.266032,2.02036
SASH1,0.0277422,0.37269,3.74782
UST,2.87173,7.4325,1.37193
TAB2,10.7995,14.2693,0.401951
SUMO4,0,0.160571,1.79769e+308
C6orf72,8.27294,11.9672,0.532617
PCMT1,64.3312,61.068,-0.0751024
LOC100652739,0.0146635,0.0842019,2.52162
ULBP2,0.48851,4.00389,3.03494
ULBP1,0.237076,1.02988,2.11906
PPP1R14C,0.169347,1.30061,2.94113
IYD,0,0.029849,1.79769e+308
PLEKHG1,0.308679,1.61748,2.38956
MTHFD1L,39.5938,18.462,-1.10072
AKAP12,0.096368,1.60496,4.05784
C6orf211,14.0471,19.2815,0.456951
C6orf97,0,0.0373673,1.79769e+308
ESR1,0.0546067,0.080756,0.564491
MYCT1,0,0,0
VIP,0,0,0
OPRM1,0,0.0110504,1.79769e+308
SCAF8,12.8905,11.2909,-0.191152
TIAM2,0.120289,0.213355,0.826752
CLDN20,0.306605,0.277965,-0.141477
ARID1B,9.57442,10.2784,0.102354
ZDHHC14,9.17791,9.6111,0.0665356
MIR3692,0,0,0
SNX9,48.5391,47.1131,-0.0430193
SYNJ2,8.95647,9.09839,0.0226821
GTF2H5,3.38175,3.41183,0.012776
TULP4,3.37081,3.62984,0.106811
TMEM181,11.1945,12.349,0.141606
SYTL3,0.181218,0.707352,1.9647
C6orf99,0.46217,0.830948,0.846335
FNDC1,0.00234212,0.0363453,3.95588
WTAP,63.0524,52.091,0
ACAT2,219.531,75.5777,-1.53839
MRPL18,104.783,92.0955,-0.186202
PNLDC1,0.0515933,0.101721,0.979361
MAS1,0,0.0285287,1.79769e+308
IGF2R,59.7464,78.0486,0.385519
LOC729603,2.85521,5.03477,0.818328
SLC22A1,0.459451,0.662602,0.52823
SLC22A3,0.00274141,0.00250194,-0.131872
PLG,0,0.0150255,1.79769e+308
MAP3K4,8.15468,8.67834,0.0897908
PACRG,0,0.0211342,1.79769e+308
QKI,12.3221,15.0706,0.290492
LOC441177,0,0.0153491,1.79769e+308
LOC100289495,0.288394,0.81833,1.50464
FGFR1OP,16.3469,16.7837,0.0380396
CCR6,0.0644124,0.0762563,0.243518
TCP10L2,0,0,0
UNC93A,0.588658,0.561427,-0.0683309
TTLL2,0.0110807,0.0353449,1.67345
MLLT4,12.8368,26.1538,1.02674
KIF25,0,0.0835865,1.79769e+308
SMOC2,0.975447,1.70369,0.804524
C6orf120,13.1953,17.3645,0.396115
C6orf70,7.8097,11.4277,0.549193
LINC00574,0.0438512,0.0171214,-1.35682
FAM120B,9.68362,12.9997,0.424858
MIR4644,0,0,0
TBP,12.1521,10.6675,-0.187983
EXOC2,15.2444,18.2919,0.26292
HUS1B,0.710221,0.771986,0.120308
LOC285768,0,0.00663222,1.79769e+308
GMDS,102.31,101.607,-0.00994834
C6orf195,0,0,0
MYLK4,0.0481413,0.0585833,0.283214
SERPINB1,30.7827,40.6228,0.400171
MIR4645,0,0,0
MGC39372,0.0419688,0.634787,3.91888
SERPINB9,0.362132,3.87188,3.41845
SERPINB6,40.9685,52.3314,0.353161
TUBB2A,52.0126,52.4584,0.0123124
LOC100507194,0,0.011021,1.79769e+308
TUBB2B,141.246,116.743,-0.274879
SLC22A23,8.33316,12.2574,0.556722
PXDC1,2.45776,6.12521,1.31741
FAM217A,0,0,0
ECI2,9.94781,31.8169,1.67734
RPP40,30.7007,21.2677,-0.529607
LYRM4,46.5724,37.6599,-0.306445
MIR3691,0,0,0
NRN1,0.0398668,2.14104,5.74698
F13A1,0.186507,0.203384,0.124973
LY86-AS1,0,0,0
SSR1,115.195,85.3574,-0.432493
CAGE1,0.10371,0.127617,0.299257
"EEF1E1,EEF1E1-MUTED,MUTED,MUTED-TXNDC5,TXNDC5",2546.82,2521.82,-0.0142367
SCARNA27,0,0,0
SLC35B3,8.59489,12.6813,0.561153
TFAP2A,0.105154,0.39622,1.9138
LINC00518,0,0.0047985,1.79769e+308
C6orf52,0.750389,2.25145,1.58514
MAK,0.0504304,0.257075,2.34983
GCM2,0,0,0
ELOVL2,0,0.0139938,1.79769e+308
ERVFRD-1,0.00956301,0.0174374,0.866648
NEDD9,0.167285,0.2065,0.303836
ADTRP,12.911,10.0599,-0.359985
LOC100130357,0.823238,0.845822,0.0390438
TBC1D7,30.9155,44.3537,0.520726
GFOD1,10.8161,15.1118,0.482492
RANBP9,30.7906,41.2589,0.422214
CCDC90A,19.8216,18.8797,-0.0702387
DTNBP1,21.8371,22.5935,0.0491248
ATXN1,1.71811,4.31176,1.32746
NUP153,62.9157,60.5247,-0.055896
KIF13A,0.4663,3.47241,2.89661
NHLRC1,0.229621,0.418092,0.864567
TPMT,10.5626,22.3837,1.08348
DEK,180.254,163.807,-0.13803
MBOAT1,12.2754,16.8977,0.461053
LOC729177,0.0141392,0.0257521,0.86499
PRL,0,0.0478537,1.79769e+308
DCDC2,0,0.0122838,1.79769e+308
GPLD1,0.144437,0.341856,1.24295
KIAA0319,1.36889,3.48083,1.34642
TDP2,40.7272,41.7344,0.035243
C6orf62,75.2702,69.8171,-0.108499
FAM65B,0.0445203,0.633041,3.82976
CMAHP,2.43433,7.80959,1.68172
HIST1H2AA,0,0,0
SLC17A1,0,0,0
SLC17A3,0,0,0
SLC17A2,0,0,0
HIST1H1A,0,0,0
HIST1H4B,0.260223,0.152297,-0.77286
HIST1H3B,0.73039,0.975882,0.41804
HIST1H2AB,0,0.0456928,1.79769e+308
HIST1H2BB,0,0,0
HIST1H1C,31.5047,63.4785,1.0107
HIST1H1T,0,0.0249485,1.79769e+308
HIST1H2BC,3.43257,4.20385,0.292423
HIST1H4D,0.164124,0.28868,0.814687
"HIST1H2AD,HIST1H3D",1.38668,1.85939,0.423197
HIST1H2BG,2.59157,6.65227,1.36002
HIST1H1D,0.201936,0.660598,1.70987
HIST1H4G,0,0,0
HIST1H3F,0.213143,0.142318,-0.582703
HIST1H3G,1.91148,2.36376,0.306392
HIST1H4H,3.08366,5.63913,0.870831
LOC285819,0.027443,0.0650298,1.24466
ZNF322,8.8973,10.9412,0.298332
GUSBP2,2.16681,2.93448,0.437533
LOC100270746,0,0,0
HIST1H2BJ,3.996,5.68121,0.507641
HIST1H2BK,101.038,89.8026,-0.170065
POM121L2,0.00499626,0.0227732,2.18842
ZNF204P,0.0551575,0.540177,3.2918
ZNF184,9.49444,13.334,0.489953
HIST1H2BL,0.446974,0.745243,0.737518
HIST1H2AJ,0.471596,1.36102,1.52907
HIST1H4K,1.94249,2.94275,0.599259
HIST1H2AK,2.01462,3.343,0.730635
HIST1H1B,0,0.0891785,1.79769e+308
HIST1H3I,0,0,0
HIST1H4L,0,0,0
HIST1H3J,0.408808,0.409863,0.00371847
HIST1H2AM,1.33854,2.16641,0.694643
OR2B2,0.0145352,0,-1.79769e+308
TOB2P1,0.380811,1.65248,2.11748
ZKSCAN4,3.28015,4.0819,0.315477
ZNF323,0.943523,0.858631,-0.13602
ZSCAN12,2.23592,3.12629,0.483583
ZSCAN23,0.0501137,0.347198,2.79248
GPX6,0,0,0
SCAND3,0.263774,0.814831,1.6272
LOC401242,0,0.010455,1.79769e+308
TRIM27,64.8003,61.5766,-0.0736167
ZNF311,0.0118704,0.189282,3.99509
OR2W1,0,0,0
OR2B3,0,0,0
OR5V1,0,0,0
OR12D3,0,0,0
OR11A1,0,0,0
MAS1L,0,0,0
UBD,0,0.21836,1.79769e+308
GABBR1,0.0910396,2.2565,4.63145
ZFP57,0,0.0805604,1.79769e+308
HLA-F-AS1,0.232175,2.01982,3.12095
IFITM4P,0,0.0829872,1.79769e+308
HCG4,0,0.0365419,1.79769e+308
HCG4B,0.0170644,0.340173,4.3172
ZNRD1-AS1,1.03649,1.44641,0.480763
RNF39,0.38327,0.759485,0.986658
TRIM31,0.016198,0.221149,3.77114
TRIM10,0.0237909,0.0240943,0.0182869
TRIM26,35.8796,33.5182,-0.0982185
HCG18,10.4983,10.2393,-0.0360312
GNL1,11.4769,14.2291,0.310102
PPP1R10,21.3936,27.3779,0.355829
DHX16,29.6792,30.4258,0.0358468
PPP1R18,16.5845,26.3385,0.667341
NRM,18.1896,25.7182,0.499677
MDC1,26.0809,27.6517,0.0843777
FLOT1,40.7323,52.1312,0.355974
IER3,0.778192,2.67058,1.77895
SFTA2,0,0,0
C6orf15,0.0156986,0.0142345,-0.141244
CDSN,0.939223,1.34869,0.522019
PSORS1C2,0.0154385,0.0700023,2.18087
CCHCR1,8.29044,10.9684,0.403837
POU5F1,0.438683,0.408348,-0.103379
PSORS1C3,0.109996,0.0329016,-1.74121
HLA-C,381.041,441.721,0.213191
HLA-B,1040.31,1288.62,0.308809
"ATP6V1G2,ATP6V1G2-DDX39B,DDX39B",105.394,84.2296,-0.323391
SNORD117,0,0,0
SNORD84,0,0,0
LTB,1.11645,1.43152,0.358631
NCR3,0,0,0
BAG6,65.228,59.0942,-0.142475
C6orf47,6.18787,8.1227,0.392516
GPANK1,12.7106,12.0019,-0.0827641
LY6G5C,2.48652,2.24126,-0.149819
ABHD16A,25.0441,26.257,0.0682305
MIR4646,0,0,0
LY6G6E,0,0,0
LY6G6C,0,0,0
DDAH2,2.10989,7.52079,1.83372
CLIC1,381.463,345.557,-0.142618
VWA7,0.912687,1.2303,0.430815
VARS,126.389,115.493,-0.130075
LSM2,90.8951,71.5115,-0.346027
HSPA1L,0.355138,0.519958,0.550016
NEU1,90.679,97.5413,0.105245
SLC44A4,0.0342597,0.0411709,0.26511
EHMT2,16.6035,14.8976,-0.156416
ZBTB12,3.82733,2.97275,-0.364543
RDBP,65.5455,70.2427,0.0998512
MIR1236,0,0,0
DOM3Z,11.3502,7.92122,-0.518928
"TNXA,TNXB",0,0.00588548,1.79769e+308
TNXB,0.00518445,0.0145631,1.49006
ATF6B,43.6549,50.3194,0.204973
FKBPL,10.0704,10.9331,0.118589
PRRT1,0.0261588,0.190417,2.8638
LOC100507547,2.041,2.97962,0.545852
AGPAT1,28.174,40.2095,0.513171
AGER,1.16311,0.822609,-0.499711
PBX2,18.3171,18.7506,0.0337507
"GPSM3,NOTCH4",8.53402,12.7971,0.584517
C6orf10,0,0,0
BTNL2,0,0,0
HLA-DRB5,0.0341704,0,-1.79769e+308
HLA-DRB6,0,0.0258002,1.79769e+308
HLA-DRB1,0.119361,0.20315,0.767212
HLA-DQB1,0,0.0372958,1.79769e+308
HLA-DQB2,0,0.0144458,1.79769e+308
HLA-DOB,1.89861,2.29517,0.273657
TAP2,60.5747,61.7681,0.0281459
PSMB8,49.3475,53.4126,0.114205
TAP1,26.012,38.8143,0.577413
HLA-DMB,0.221832,2.99742,3.75618
HLA-DMA,1.78456,3.38033,0.921596
HLA-DOA,0.0045205,0.36273,6.32627
HLA-DPA1,0.0561025,0.781291,3.79972
COL11A2,0.185036,0.245089,0.405504
RXRB,14.5321,15.9271,0.132245
VPS52,17.3786,14.5518,-0.256114
WDR46,37.5803,37.3796,-0.00772228
RGL2,8.17385,7.58474,-0.107916
"TAPBP,ZBTB22",54.5109,50.2723,-0.116783
DAXX,33.2481,33.1289,-0.00518388
CUTA,254.944,252.822,-0.0120557
BAK1,23.6613,31.3312,0.405072
LINC00336,0.0155233,0.0494604,1.67184
MNF1,104.136,80.9632,-0.363136
IP6K3,0,0.00541666,1.79769e+308
LEMD2,11.9345,14.9217,0.322273
MLN,0,0,0
LOC100507584,0.125707,0.132929,0.0805939
MIR1275,0,0,0
GRM4,0.0204502,0.681267,5.05803
C6orf1,12.5799,17.8936,0.50832
"NUDT3,RPS10,RPS10-NUDT3",1967.92,1922.53,-0.0336654
SPDEF,0.0355014,0.0549622,0.630564
C6orf106,36.822,40.2114,0.127034
TAF11,28.3951,28.1911,-0.0104054
TCP11,0.0342176,0,-1.79769e+308
TEAD3,1.00456,2.97941,1.56846
TULP1,0.00781452,0.0142275,0.864451
"FKBP5,LOC285847",35.8581,32.5466,-0.139789
CLPS,0,0.10591,1.79769e+308
SRPK1,45.5046,37.1573,-0.292364
SLC26A8,0,0,0
C6orf222,0.0546098,0.126423,1.21102
ETV7,0.224064,1.30682,2.54408
PXT1,0.0310476,0.014132,-1.13552
STK38,8.42619,11.674,0.470343
MIR3925,0,0,0
CPNE5,0.0614694,0.150887,1.29553
PPIL1,29.3312,28.6279,-0.0350186
MTCH1,54.3993,58.429,0.103096
TMEM217,0.272297,0.288345,0.0826148
CCDC167,57.8657,63.5979,0.136272
MIR4462,0,0,0
MDGA1,0.00341872,0.0936511,4.77577
